id|division|disease|name|composition|dose|indication
173|传染科|寄生虫|菜椒散|胡萝卜籽5克、川椒末5克。|将胡萝卜籽微炒香，研末，与川椒末拌匀，空腹服下。每日2次。|蛔虫。
174|传染科|寄生虫|棕榈米粥|棕榈根25克、薏米30克|将二者水煎，清晨空腹1次服下。每日1次，连用3天。|蛔虫。
175|传染科|寄生虫|瓜子甜散|南瓜子40克、白糖适量、槟榔40克。|将南瓜了子研细，加白糖。用槟榔煎汤送服。每日1次空腹食下。|蛔虫。
176|传染科|寄生虫|香榧子丸|香榧150克。|将香榧炒熟，清晨空腹细嚼咽下。|蛔虫。
177|传染科|寄生虫|芝麻葱梅煎|芝麻秸250克、葱白50克、乌梅30克。|上三味水煎空腹服。每日1剂两煎，连用3天。|蛔虫。
178|传染科|寄生虫|梅椒煎子|花椒10克、乌梅15克。|上二味水煎。每日1剂两煎，分次服。|蛔虫。
179|传染科|寄生虫|苡米根汤|薏米根250克。|将薏米根切细，水煎去渣。每日1剂两煎，饭前服。|蛔虫。
180|传染科|寄生虫|黄皮果汤|黄皮果30克。|上味水煎。空腹1次服下。连用2天。|蛔虫。
181|传染科|寄生虫|石榴粟米粥|酸石榴根30克、槟榔15克、粟米100克。|先将前二味水煎，去渣取汁，入米煮粥。清晨空腹1次服下。连用数日。|蛔虫。
182|传染科|寄生虫|蜜姜汁|生姜100克、蜂蜜60毫升。|生姜捣烂取汁，调入蜂蜜，分2次服。小儿酌减。|蛔虫。
183|传染科|寄生虫|生油驱蛔丸|花生油80毫升，|将油1次内服。小儿酌减。|蛔虫。
184|传染科|寄生虫|花椒油煎子|麻油150克、花椒5粒。|将油置于锅中煎熬，放入花椒，炸至微焦捞出弃之。待油温时1次服。|蛔虫。
185|传染科|寄生虫|槟楂驱绦方|槟榔60克、山楂500克。|前一天零吃山楂。转日清晨口服槟榔煮剂。|绦虫。
186|传染科|寄生虫|石榴根皮饮|石榴根皮20克、蓖麻油60毫升。|水煎石榴根皮，成人1次服下，儿量酌减。服药5分钟后再服蓖麻油。待虫体排出后服小米粥一碗。排虫前禁食。孕妇忌服。|绦虫。
187|传染科|寄生虫|苦楝皮米粥|苦楝树根皮30克、粟米100克。|先将苦楝根皮慢火煎汁，去渣取汁。入米煮粥，晨起空腹1次服下，虫出为度。|绦虫
188|传染科|寄生虫|南瓜蜜散|南瓜子100粒、蜂蜜适量。|将南瓜子炒熟，研末，蜂蜜调服。每日2次，空腹食下。|绦虫。
189|传染科|寄生虫|桃油驱绦剂|核桃油18克。|清晨空腹吞服。可连服2〜3次。|绦虫。
190|传染科|寄生虫|番木瓜散|未成熟香木瓜若干。|将香木瓜焙干、研成粉。清晨空腹口服20克。|绦虫。
191|传染科|寄生虫|椰汁饮|椰子1个。|先服椰子汁，后食椰肉。清晨一次服完。食后3小时可进食。|绦虫。
192|传染科|寄生虫|花椒驱绦散|花椒适量。|用文火将花椒炒焦，研成细末。每日空腹服3次，清晨服5克。其余两次各服3克。6天为1个疗程。|绦虫。
193|传染科|寄生虫|瓜子驱蛲方|葵花子150克。|食葵花子仁。每日1次空腹，连用1周。|蛲虫。
194|传染科|寄生虫|香榧子煎|生榧子15枚。|将榧子切碎，水煎去渣，空腹1次食完，连用3天。|蛲虫。
195|传染科|寄生虫|蜀椒米面粥|炒面30克、蜀椒10克、粳米50克。|先煎蜀椒，去渣取汁，与粳米作粥，粥熟入炒面，搅匀。每日3次，空腹食5匙。|蛲虫。
196|传染科|寄生虫|榧子槟榔散|槟榔15克、榧子10克、灵荑5克、酒糟10克。|上几味共焙干研末。成人1次服下。小儿减量。|蛲虫。
197|传染科|麻疹|萝卜糖水饮|白萝卜250克、白糖25克。|将萝卜用水煎，加糖调服。每日3次，连用5天。|麻疹。
198|传染科|麻疹|芫荽赤豆粥|赤豆50克、香菜根30克、芦根30克、葱须40克。|上四味加水3斤共煎汤，以小豆煮烂为度。每日1剂，分3次温服。连用1周。|麻疹
199|传染科|麻疹|四色豆粥|紫草15克、赤豆、黑豆、绿豆各40克。|水煎以上几味，以豆熟为度。食豆饮汤，分2剂3次服完。每日1剂。|麻疹。
200|传染科|麻疹|猪肉小米粥|小米50克、猪瘦肉50克。|将肉切细末，与小米煮粥。每日3次空腹食。|麻疹。
201|传染科|麻疹|莲子炖梨方|莲子40克、山药50克、鸭梨60克。|三味共放于锅内加水炖烂。每日1剂，分2次空腹服。|麻疹。
202|传染科|麻疹|黄豆香菜粥|黄豆30克、香菜30克、大米50克。|将黄豆、大米共煮粥，熟时放香菜服。|麻疹。
203|传染科|麻疹|萝卜荸荠茶|胡萝卜120克。荸荠60克、香菜30克。|将三味水煎代茶饮，并食胡萝卜、荸荠、香菜。连用3日。|麻疹。
204|传染科|麻疹|蘑菇汤|白色蘑菇30克。|水煎蘑菇，饮汤食菇。|麻疹。
205|传染科|麻疹|豆粉鸡蛋羹|绿豆干粉少许、鸡蛋1只，|将绿豆粉加鸡蛋中蒸熟食。|麻疹。
206|传染科|麻疹|芦笋粥|芦笋30克、粳米50克。(或用冬笋）|先煎芦笋去渣取汁，入粳米煮稀粥，空腹服。连用5天。|麻疹。
207|传染科|麻疹|芦根甘蔗茶|鲜芦根50克、甘蔗汁30克。|将芦根水煎取汁，加甘蔗汁，代茶饮。连服数日，病愈为止。|麻疹。
208|传染科|麻疹|鲫鱼豆腐汤|鲫鱼250克、豆腐250克。|将二味置于砂锅中共煮汤。每日1次，食药饮汤，连服3剂。|麻疹。
209|传染科|麻疹|清炖鲫鱼方|活鲫鱼350克。|鲫鱼洗净，放锅内清炖，淡施调料。每日1次空腹食。连用5天。|麻疹。
210|传染科|麻疹|樱桃糖葱饮|葱白连须1根、樱桃核30个、白糖20克。|将樱桃核捣烂，与葱白共煎，加白糖。每日2次，连用4天。|麻疹。
211|传染科|麻疹|萝卜茶饮|红皮萝卜300克、忍冬10克。|上二味共煎汤代茶饮。|麻疹。
212|传染科|麻疹|双花绿豆汤|绿豆1把、双花5克。|二者水煎汤，食豆饮汤，每日2次。|麻疹。
213|传染科|麻疹|葛柳糖汁饮|葛根20克、西河柳，白糖各25克。|上三味水煎汤。每日1剂，连用4天。|麻疹。
214|传染科|麻疹|香蘑饮子|香蘑9克。|水煎香蘑。每日1剂，分3次服。|麻疹。
215|传染科|麻疹|樱桃汁饮子|鲜樱桃适量。|将樱桃绞汁取50毫升。略温服下。每日1剂，连服数剂。|麻疹。
216|传染科|麻疹|莱菔子散|萝卜籽6克。|将萝卜籽焙干研细，用小米汤冲服。每日2剂，连用5天。|麻疹。
217|传染科|麻疹|稻槎菜茶|稻槎菜(生草)15克。|水煎上味代茶饮|麻疹。
218|传染科|麻疹|苋菜茶|刺苋菜80克。|水煎苋菜代茶饮。每日1剂。|麻疹。
219|传染科|麻疹|荠柳煎子|荸荠150克、柽柳25克。|水煎上二味。每日1剂两煎服。|麻疹。
220|传染科|麻疹|梨干鸭头粥|雪梨干20克、腊鸭头50克、粳米50克。|以上三味共煮为粥，淡调味，分早、晚各食1剂。连用1周。|麻疹。
221|传染科|麻疹|鱼腮粥|臌鱼腮20克、玉竹9克、粳米50克。|将三味药共煮为粥。每日2剂，早、晚空腹服。连用数日。|麻疹。
222|传染科|麻疹|鸽蛋粥|鸽蛋2枚、粳米50克。|先将米煮粥，将熟时打入鸽蛋，调匀，煮成稀粥。空腹食。|麻疹。
223|内科|咳嗽|白酒猪油蜜香茶|白酒、猪油、芝麻油、蜂蜜、茶叶末各200克。|将猪油、芝麻油、蜂蜜、茶叶同浸入白酒内。煮沸冷凝，每日适量以茶下。|适一般寒性咳嗽。
224|内科|咳嗽|醇酒蘘荷汁|蘘荷60克。白酒适量。|将蘘荷取汁克入等量白酒，少少服之.|适风寒咳嗽、气急、微恶风寒。
225|内科|咳嗽|佛耳蔊菜浠|鼠曲菜、蔊菜各30克；生姜6克。|上三味水煎服。|肺寒咳嗽、多痰、气喘。注：另方以蔊菜60克。生姜10片水煎服。亦适一般风寒咳嗽。
226|内科|咳嗽|芥菜生姜饴糖液|芥菜250克。生姜10克。饴糖50克。|将芥菜生姜捣烂绞汁，加入饴糖和匀，每日2—3次，开水冲服。|适一般风寒咳嗽，胸闷痰稀者。
227|内科|咳嗽|芥菜粳米粥|芥菜250克。粳米50克。|将芥菜洗净后切碎，和米共煮成粥。空腹食用。|寒性咳嗽，痰白量多者。
228|内科|咳嗽|梨姜糕|鸭梨、姜汁、白蜜各适量。|将梨切碎绞汁。加入适量姜汁白蜜成糕。每日3次，每次30克。空腹温开水冲服。|适一般多痰咳嗽。
229|内科|咳嗽|豆腐衣散|干豆腐皮，陈酒适量。|将干豆腐皮烧存性研末，以陈酒温热后调服。每次30克。每日2次。|肺寒咳嗽。
230|内科|咳嗽|猪肺止咳汤|猪肺1具，麻黄根适量。|上二味共炖汤，食肺饮汤。每次50克肺，2—3茶匙汤，每日2次。|适风寒外感咳嗽。
231|内科|咳嗽|苏子糖粥|苏子10克。粳米50克。红糖20克。|将上三味共煮成粥。每日早晚温热服。连服1周。|适一般风寒嗽喘。
232|内科|咳嗽|川椒煨梨方|川椒50粒，大雪梨1个，面粉50克。冰糖30克。|将川椒戳入梨内，以面粉合后包在梨表面，文火煨熟后去川椒面皮食梨|适一般外感咳嗽，无论寒热均效。
233|内科|咳嗽|猪心大蒜汤|猪心1具，大蒜10头。|上二味以水共煮熟食。每日1剂，分2次服用。|适一般风寒咳嗽。
234|内科|咳嗽|地蚕猪肺汤|猪肺1具，草石蚕120克。|上二味洗净后炖熟。每日1付，分2次服用。|适肺虚咳嗽、咽喉干燥。
235|内科|咳嗽|石花菜凉拌方|石花菜60克。生姜10克。调料适量。|石花菜洗净与生姜切细丝加调料凉拌。|适痰热咳嗽或肺燥咳嗽。
236|内科|咳嗽|紫菜散|紫菜15克、蜂蜜适量。|将紫菜研末以蜜调水送服。每次紫菜末5克。每日2次。|适痰热咳嗽、咯吐脓痰。
237|内科|咳嗽|蔊菜莱菔饮|鲜蔊菜60克。鲜萝卜60克。|上二味洗净后捣烂取汁饮用。|适痰热咳嗽、咯吐黄痰、口干者。
238|内科|咳嗽|二汁饮|鲜藕、雪梨各适量。|上二味共切绞汁含服。每次1盅，每日2次。|适肺热痰嗽、口干少津者。
239|内科|咳嗽|蕹菜蜜汁饮|蕹菜(连根）、白萝卜、蜂蜜各适量。|前二味共捣烂取汁1杯，以蜜调饮。|适肺热咳嗽、鼻出血。
240|内科|咳嗽|冬苋菜粥|冬苋菜、粳米各适量。|上二味共煮成粥，随意食用。|适急性肺热咳喘、肺炎。
241|内科|咳嗽|鱼笋凉拌方|鱼腥草100克。莴笋500克。调料适量。|上二味洗净切丝，加调料凉拌食用。|适肺热咳嗽，吐痰脓黄或肺痈.
242|内科|咳嗽|猪肺绿白汤|猪肺250克。绿豆200克。白果100克。|上三味共煮成汤，不加油盐，随意食用。|适于肺热痰咳，肺脓肿。
243|内科|咳嗽|荸荠豆浆饮|豆浆250克。荸荠5个，白糖25克。|上二味共煮熟加糖随意饮用。|适于肺热咳嗽。亦用于胃热口渴、血痢便血、尿血、高血压，体虚有热者。
244|内科|咳嗽|饴糖豆浆饮|饴糖15克、豆浆1碗。|豆浆加饴糖煮沸后空腹饮用。|适痰热咳喘。
245|内科|咳嗽|蒜糖止咳奇方|大蒜数瓣，白糖适量。|将大蒜捣烂加白糖或冰糖适量。以沸水冲泡温服。日二次。|适各种咳嗽，百日咳，老年痰咳，结核病。
246|内科|咳嗽|冰糖梨汁饮|鲜梨半斤(250克），冰糖60克。|将梨洗净去皮切成小薄片，放入砂锅内，加冰糖以适量水煎熟后饮用。|适肺燥咳嗽，少痰口干者。
247|内科|咳嗽|冰糖川贝饮|川贝5—10克。冰糖60克。|将川贝碾碎加糖放入碗内。在锅内蒸半小时食用。另方加粳米50克熬粥食用。|适外感燥咳、少痰口唇干燥者。
248|内科|咳嗽|猪油由蜜膏|猪油、白蜜各250克。|上二味共煮沸数分钟，滤净冷凝成膏不时挑食。|适于肺热咳嗽，失膏。并能健身。
249|内科|咳嗽|雪羹汤|荸荠200克。海蜇皮100克。|将荸荠洗净后打碎；海蜇皮漂洗后共加水煮。两者共食。1日分2—3次服完。|适阴虚痰热咳嗽。口干痰粘难咯者。也适高血压病。
250|内科|咳嗽|姜梨羹|生姜、白梨、白蜜各适量。|姜梨各捣烂绞汁共调入白蜜冲服。|适一般咳嗽。
251|内科|咳嗽|橄榄冰糖煎|生橄榄20枚，冰糖50克。|生橄榄打碎与冰糖同炖，分3次服。|适多痰咳嗽、咽喉干痛及百日咳。
252|内科|咳嗽|冰柑蒸食|广柑1只，冰糖15克。|将广柑切下1小块，装冰糖于柑内，盖上原皮。以竹签插下固定，置碗内蒸食。|适肺热咳嗽，干咳少痰者。
253|内科|咳嗽|莱菔糖汁饮|鲜萝卜400克。麦牙糖50克。|将鲜萝卜切丝绞汁与糖炖。每日1剂，分3次服。|适轻型风热咳嗽。
254|内科|咳嗽|贝母甜粥|贝母10克。粳米50克。冰糖20克。|先将贝母碾粉，粳米与冰糖共煮沸后加入贝母粉，熬成粥即可食用。每日早、晚各1次。|适风热燥咳。注：用於外感燥咳以象贝母为佳。
255|内科|咳嗽|枇杷米粥|枇杷叶15克。粳米80克。|先煎批杷叶数沸后去渣取汁。以叶汁与粳米煮粥。每日1剂，早、晚分服。连服5天。|适於风热咳嗽。
256|内科|咳嗽|萝蜜止嗽蒸食|白皮萝卜400克。蜂蜜100克。|将萝卜洗净挖空中心后放入蜂蜜上锅蒸熟。分4次食用。每日2次。|"适於风热咳嗽。|"
257|内科|咳嗽|鸭蛋止咳方|生鸭蛋1只.|每日清晨开水冲服。1日1次。|适一般风热咳嗽。
258|内科|咳嗽|茼蒿蜂蜜液|筒篱菜、蜂蜜各适量。|将筒篱菜水煎后滤汁加入蜂蜜后服。|适痰热咳嗽，肺燥咳嗽痰稠者。
259|内科|咳嗽|红花蕺菜浠|紫云英30克。蕺菜30克。|上二味水煎服。|适於肺热咳嗽，咽喉肿痛。
260|内科|咳嗽|竹笋凉拌方|鲜竹笋60克。调料适量。|将竹笋煮熟切片以调料凉拌食之。|适於痰热咳嗽，胸膈不利者。
261|内科|咳嗽|葫芦蜜汁饮|鲜葫芦一个，蜂蜜适量。|将葫芦捣烂取汁，克以蜂蜜和匀。每次服1小碗，每日二次。|适肺燥咳嗽、小便不利、水肿和湿热黄疸，
262|内科|咳嗽|莱菔姜汁饮|萝卜250克。生姜30克|上二味捣烂取汁和匀，频频含咽。|适於痰热咳嗽、失膏。
263|内科|咳嗽|丝瓜汁饮|鲜丝瓜150克。蜂蜜适量。.|将丝瓜捣烂绞汁调入蜂蜜。每次饮半茶杯或以沸水冲服。|适於痰热咳嗽、咯痰黄稠。含咽其汁可治咽喉肿痛。
264|内科|咳嗽|冬瓜糖汁饮|嫩冬瓜1个，冰糖60克。|将冬瓜顶切一盖子；填入冰糖后再将盖子封固。蒸取汁液适量饮用。每日2次。|适於痰热咳喘或哮喘。
265|内科|咳嗽|二红煎|红萝卜200克。红枣12枚。|上二味以水3碗煎取1琬。随意分服。连服10余次。|适於百日咳及一般咳嗽。
266|内科|咳嗽|梨豆饼|秋梨1枚，小黑豆适量。|将秋梨挖空、装小黑豆令满。留盖封定，以糠火煨熟捣作饼，每日食之。|适於痰咳气喘证。
267|内科|咳嗽|枇杷止咳汤|枇杷果60克。|将枇杷果切为两半水煎服。|适於肺燥热咳有痰者。
268|内科|咳嗽|竹沥米粥|竹沥水250毫升。粳米100克|将粳米煮粥熟烂后入竹沥和匀食用。|适肺热痰咳。
269|内科|咳嗽|百蜜膏|百部30克。蜂蜜30克。|将百部煎浓汁后克入蜂蜜熬成膏。每服1匙，沸水化服。日3次，|适於肺虚久咳、干咳无痰或肺痨咳嗽。
270|内科|咳嗽|芝麻枣丸|芝麻、大枣、白糖各等份。|将大枣去核与芝麻白糖共捣研后为丸。每於饭后含咽6—9克。|适於肺燥、精血不足所致咽干久咳；亦适肝肾不足眩晕，须发早白。注:肝肾不足以黑芝麻为佳。
271|内科|咳嗽|蜜蛰蒸食|海蜇100克。蜂蜜30克。|将海蜇漂洗后切碎与蜂蜜拌匀蒸熟随意食之。|适於阴虚肺燥咳嗽，咽干痰稠。
272|内科|咳嗽|燕窝秋梨蒸食|燕窝5克。秋梨2个，冰糖5克。|将秋梨切掉柄端，挖出核心。再将燕窝冰糖放入梨中，用柄盖好。略加水蒸后食之。每於早晨食一枚。.|适於老年肺虚燥咳，亦治阴虚嗽血。
